C N N C N N N N N C N
31 Private Assoc-acdm 12 Never-married Prof-specialty Not-in-family Asian-Pac-Islander Male 0 0
34 Private Assoc-acdm 12 Never-married Adm-clerical Not-in-family White Female 0 0
33 Federal-gov Some-college 10 Married-civ-spouse Exec-managerial Wife Black Female 0 1
32 Private Masters 14 Separated Exec-managerial Not-in-family White Male 0 1
44 Private 11th 7 Married-civ-spouse Sales Husband White Male 0 1
21 State-gov Some-college 10 Never-married Other-service Own-child Black Male 0 0
75 Local-gov HS-grad 9 Divorced Adm-clerical Not-in-family White Female 0 0
55 Federal-gov Masters 14 Married-civ-spouse Exec-managerial Husband Asian-Pac-Islander Male 0 1
43 Self-emp-not-inc HS-grad 9 Married-civ-spouse Other-service Wife White Female 0 0
31 Private HS-grad 9 Married-civ-spouse Craft-repair Husband White Male 0 0
41 Private Some-college 10 Married-civ-spouse Craft-repair Husband White Male 0 0
26 Local-gov Masters 14 Never-married Prof-specialty Not-in-family White Male 0 0
23 Private Assoc-voc 11 Never-married Craft-repair Unmarried Black Female 0 0
42 Federal-gov HS-grad 9 Divorced Adm-clerical Unmarried Black Female 0 0
29 Private HS-grad 9 Never-married Adm-clerical Not-in-family White Female 0 0
21 Private HS-grad 9 Never-married Adm-clerical Not-in-family White Male 0 0
28 Private Bachelors 13 Never-married Exec-managerial Own-child White Male 0 0
35 Federal-gov Some-college 10 Never-married Other-service Unmarried Black Female 0 0
65 Private Bachelors 13 Married-civ-spouse Transport-moving Husband White Male 0 0
34 Private Bachelors 13 Never-married Prof-specialty Not-in-family White Male 2463 0
58 Private Bachelors 13 Divorced Sales Not-in-family White Male 0 0
50 Private Bachelors 13 Married-civ-spouse Sales Husband White Male 99999 1
59 Private HS-grad 9 Divorced Other-service Not-in-family White Female 0 0
46 Private Bachelors 13 Married-civ-spouse Exec-managerial Husband White Male 7688 1
30 Private Assoc-voc 11 Married-civ-spouse Prof-specialty Husband White Male 0 1
28 Private Bachelors 13 Never-married Handlers-cleaners Own-child White Male 0 0
47 Private Masters 14 Divorced Sales Not-in-family White Male 27828 1
30 Private Bachelors 13 Divorced Sales Not-in-family White Male 0 1
34 Private HS-grad 9 Never-married Craft-repair Own-child White Male 0 0
51 State-gov Some-college 10 Divorced Prof-specialty Not-in-family White Female 0 0
41 Private HS-grad 9 Married-civ-spouse Exec-managerial Husband White Male 0 0
57 Private Some-college 10 Married-civ-spouse Prof-specialty Husband White Male 0 1
28 Self-emp-not-inc Assoc-voc 11 Married-civ-spouse Farming-fishing Husband White Male 0 0
62 Local-gov HS-grad 9 Widowed Other-service Not-in-family White Female 0 0
22 State-gov Some-college 10 Never-married Tech-support Own-child White Male 0 0
38 Private Bachelors 13 Married-civ-spouse Prof-specialty Husband White Male 0 1
45 Local-gov HS-grad 9 Married-civ-spouse Transport-moving Husband White Male 0 1
37 Private Assoc-acdm 12 Married-civ-spouse Craft-repair Husband White Male 0 0
21 Private HS-grad 9 Divorced Machine-op-inspct Other-relative White Male 0 0
49 Private HS-grad 9 Never-married Craft-repair Not-in-family Black Male 0 0
24 Private HS-grad 9 Never-married Other-service Own-child Black Male 0 0
47 Private Bachelors 13 Divorced Exec-managerial Not-in-family White Male 0 1
20 Federal-gov Some-college 10 Never-married Tech-support Own-child White Female 0 0
27 Private Prof-school 15 Married-civ-spouse Prof-specialty Wife White Female 0 1
40 Private HS-grad 9 Separated Other-service Not-in-family White Female 0 0
31 Local-gov Bachelors 13 Divorced Prof-specialty Not-in-family White Female 0 0
43 Private HS-grad 9 Married-civ-spouse Machine-op-inspct Husband White Male 0 1
48 Private Bachelors 13 Married-civ-spouse Exec-managerial Husband White Male 15024 1
64 Self-emp-not-inc HS-grad 9 Married-civ-spouse Farming-fishing Husband White Male 7298 1
39 Private HS-grad 9 Separated Craft-repair Unmarried White Male 0 0
50 Private HS-grad 9 Married-civ-spouse Craft-repair Husband White Male 0 0
52 Private Assoc-voc 11 Divorced Other-service Unmarried White Female 0 0
44 Private Masters 14 Married-civ-spouse Prof-specialty Wife White Female 0 0
54 Private HS-grad 9 Married-civ-spouse Transport-moving Husband White Male 0 1
17 Self-emp-not-inc 10th 6 Never-married Farming-fishing Own-child White Male 0 0
33 Federal-gov HS-grad 9 Married-civ-spouse Adm-clerical Husband Black Male 0 0
28 Private 10th 6 Never-married Machine-op-inspct Own-child White Female 0 0
39 Self-emp-not-inc Bachelors 13 Married-civ-spouse Sales Husband White Male 0 0
33 Private Assoc-voc 11 Never-married Craft-repair Unmarried White Male 0 0
59 Private 7th-8th 4 Never-married Other-service Other-relative White Male 0 0
74 Private 1st-4th 2 Widowed Priv-house-serv Not-in-family Black Female 0 0
54 Private Some-college 10 Married-civ-spouse Protective-serv Husband White Male 0 1
31 Private Assoc-acdm 12 Married-civ-spouse Machine-op-inspct Husband White Male 0 0
31 Private Some-college 10 Separated Sales Unmarried White Female 0 0
20 Private Some-college 10 Never-married Sales Own-child Asian-Pac-Islander Female 0 0
54 Local-gov Masters 14 Married-civ-spouse Prof-specialty Husband White Male 0 1
42 Private Assoc-voc 11 Married-civ-spouse Adm-clerical Husband White Male 2407 0
57 Self-emp-not-inc Prof-school 15 Married-civ-spouse Prof-specialty Husband White Male 0 0
49 Private HS-grad 9 Widowed Craft-repair Unmarried Asian-Pac-Islander Female 0 0
40 Private Doctorate 16 Married-civ-spouse Exec-managerial Husband Asian-Pac-Islander Male 3103 1
38 Private HS-grad 9 Never-married Adm-clerical Not-in-family White Male 0 0
39 Private HS-grad 9 Married-civ-spouse Machine-op-inspct Husband White Male 0 1
43 Private Assoc-acdm 12 Married-civ-spouse Sales Husband White Male 7688 1
57 Private Bachelors 13 Married-civ-spouse Sales Wife White Female 0 0
38 Private Prof-school 15 Married-civ-spouse Prof-specialty Husband White Male 0 1
25 Private Bachelors 13 Never-married Other-service Not-in-family White Female 0 0
40 Private Bachelors 13 Never-married Prof-specialty Not-in-family White Female 0 0
34 Private Bachelors 13 Married-civ-spouse Exec-managerial Husband White Male 0 1
35 Self-emp-not-inc HS-grad 9 Divorced Farming-fishing Own-child White Male 0 0
53 Private Some-college 10 Divorced Adm-clerical Not-in-family White Female 0 0
21 Private Some-college 10 Never-married Machine-op-inspct Unmarried White Male 0 0
43 Private Bachelors 13 Married-civ-spouse Craft-repair Husband White Male 0 0
43 Self-emp-not-inc HS-grad 9 Married-civ-spouse Craft-repair Husband White Male 0 0
22 Private Assoc-voc 11 Never-married Prof-specialty Unmarried Black Female 0 0
64 Self-emp-not-inc HS-grad 9 Married-civ-spouse Sales Husband White Male 0 0
40 Private Masters 14 Never-married Prof-specialty Not-in-family White Female 3325 0
34 Private HS-grad 9 Married-civ-spouse Handlers-cleaners Husband White Male 0 0
46 Private HS-grad 9 Married-civ-spouse Adm-clerical Wife White Female 0 0
35 Private HS-grad 9 Never-married Machine-op-inspct Other-relative White Male 0 0
32 Private Some-college 10 Married-civ-spouse Transport-moving Husband White Male 0 0
26 Private Some-college 10 Never-married Craft-repair Own-child White Male 0 0
25 Private HS-grad 9 Never-married Craft-repair Not-in-family White Male 0 0
55 Private Bachelors 13 Married-civ-spouse Tech-support Husband White Male 0 1
22 Private Some-college 10 Never-married Sales Own-child White Female 0 0
29 State-gov Some-college 10 Divorced Adm-clerical Own-child White Male 0 0
38 Self-emp-not-inc HS-grad 9 Married-civ-spouse Exec-managerial Husband White Male 0 0
55 Private Some-college 10 Widowed Other-service Not-in-family White Female 0 0
26 Private HS-grad 9 Married-civ-spouse Exec-managerial Husband White Male 0 0
34 Self-emp-inc Bachelors 13 Never-married Prof-specialty Not-in-family Other Male 0 0
25 State-gov HS-grad 9 Never-married Adm-clerical Own-child White Female 0 0
39 Private HS-grad 9 Divorced Prof-specialty Not-in-family White Female 4650 0
58 State-gov 9th 5 Married-civ-spouse Farming-fishing Husband White Male 0 0
34 Local-gov Assoc-voc 11 Never-married Craft-repair Own-child White Female 0 0
29 Self-emp-not-inc Some-college 10 Never-married Exec-managerial Own-child Asian-Pac-Islander Male 0 0
49 State-gov Doctorate 16 Divorced Prof-specialty Unmarried White Male 0 1
38 Private Bachelors 13 Never-married Adm-clerical Not-in-family White Female 0 0
21 Private Some-college 10 Never-married Other-service Own-child White Male 0 0
28 Private Bachelors 13 Married-civ-spouse Prof-specialty Husband White Male 0 1
42 Private Some-college 10 Married-civ-spouse Exec-managerial Wife White Female 0 1
29 Self-emp-not-inc Assoc-acdm 12 Never-married Other-service Own-child White Male 0 0
48 Private HS-grad 9 Divorced Adm-clerical Unmarried White Female 0 0
40 Private Bachelors 13 Married-civ-spouse Farming-fishing Husband White Male 0 0
36 Private Some-college 10 Married-civ-spouse Craft-repair Husband White Male 0 1
34 Private Bachelors 13 Married-civ-spouse Sales Husband White Male 0 1
57 Self-emp-not-inc 1st-4th 2 Married-civ-spouse Sales Husband White Male 0 0
24 Private 9th 5 Never-married Other-service Not-in-family White Male 0 0
32 Private 9th 5 Separated Other-service Unmarried White Female 0 0
18 Self-emp-not-inc HS-grad 9 Never-married Sales Own-child White Male 0 0
39 Private HS-grad 9 Married-civ-spouse Transport-moving Husband White Male 0 0
39 Private 11th 7 Divorced Transport-moving Own-child White Male 0 0
18 Private 11th 7 Never-married Other-service Own-child White Female 0 0
20 Private Some-college 10 Never-married Craft-repair Own-child White Male 0 0
54 Private 10th 6 Married-civ-spouse Transport-moving Husband White Male 0 0
40 Self-emp-not-inc HS-grad 9 Married-civ-spouse Transport-moving Husband White Male 0 1
27 Private Some-college 10 Married-civ-spouse Adm-clerical Husband White Male 0 0
27 Private HS-grad 9 Never-married Machine-op-inspct Own-child White Female 0 0
43 Federal-gov Bachelors 13 Never-married Tech-support Not-in-family White Male 0 0
22 Private Bachelors 13 Never-married Exec-managerial Other-relative White Female 0 0
17 Private 11th 7 Never-married Sales Unmarried White Female 0 0
37 Self-emp-inc Assoc-acdm 12 Married-civ-spouse Sales Husband White Male 0 1
49 Private 10th 6 Separated Exec-managerial Not-in-family Black Male 4416 0
33 Private Assoc-voc 11 Never-married Other-service Unmarried Black Male 0 0
21 State-gov Some-college 10 Never-married Exec-managerial Own-child White Male 0 0
45 Private HS-grad 9 Divorced Craft-repair Not-in-family White Male 0 0
33 Private HS-grad 9 Married-civ-spouse Handlers-cleaners Husband White Male 0 0
25 Private Bachelors 13 Married-civ-spouse Craft-repair Husband White Male 2829 0
71 Private HS-grad 9 Married-civ-spouse Sales Husband White Male 0 0
23 Local-gov Bachelors 13 Never-married Prof-specialty Own-child White Female 0 0
41 Private Prof-school 15 Married-civ-spouse Prof-specialty Husband White Male 0 1
47 Private HS-grad 9 Married-spouse-absent Sales Unmarried White Female 0 0
30 Private Bachelors 13 Never-married Sales Not-in-family White Male 0 0
40 Private Some-college 10 Married-civ-spouse Adm-clerical Wife White Female 0 0
44 Private Some-college 10 Divorced Sales Unmarried White Female 0 0
50 Private Masters 14 Married-civ-spouse Prof-specialty Husband White Male 0 1
31 State-gov HS-grad 9 Married-civ-spouse Farming-fishing Husband White Male 0 0
68 Private HS-grad 9 Married-civ-spouse Protective-serv Husband White Male 0 0
45 Private 12th 8 Married-civ-spouse Adm-clerical Husband White Male 2407 0
38 Private Bachelors 13 Never-married Prof-specialty Own-child White Male 0 0
78 Self-emp-inc 11th 7 Married-civ-spouse Exec-managerial Husband White Male 0 0
31 Self-emp-inc Assoc-voc 11 Married-civ-spouse Farming-fishing Husband White Male 0 0
39 Private HS-grad 9 Divorced Adm-clerical Not-in-family White Male 0 0
36 Self-emp-not-inc 7th-8th 4 Married-civ-spouse Machine-op-inspct Husband White Male 7298 1
46 Local-gov Masters 14 Divorced Prof-specialty Unmarried White Female 0 0
30 Private Some-college 10 Married-civ-spouse Adm-clerical Husband Asian-Pac-Islander Male 0 1
34 Private Some-college 10 Never-married Sales Unmarried White Male 0 0
30 Federal-gov HS-grad 9 Separated Adm-clerical Other-relative Black Male 0 0
47 Private Bachelors 13 Married-civ-spouse Sales Husband Black Male 0 1
40 Private Some-college 10 Married-civ-spouse Adm-clerical Wife White Female 0 1
44 Self-emp-not-inc HS-grad 9 Married-civ-spouse Sales Husband Black Male 0 0
40 Private HS-grad 9 Divorced Craft-repair Other-relative White Female 0 0
20 Private Some-college 10 Never-married Transport-moving Own-child White Male 0 0
45 Private Bachelors 13 Married-civ-spouse Exec-managerial Husband White Male 0 1
55 Private Bachelors 13 Married-civ-spouse Exec-managerial Husband White Male 15024 1
51 Private HS-grad 9 Never-married Machine-op-inspct Own-child White Female 0 0
38 Private Some-college 10 Married-civ-spouse Handlers-cleaners Husband White Male 0 0
49 Local-gov Masters 14 Married-civ-spouse Prof-specialty Husband White Male 0 1
49 State-gov Bachelors 13 Married-civ-spouse Exec-managerial Husband White Male 15024 1
30 Local-gov HS-grad 9 Separated Other-service Unmarried White Female 0 0
20 Private Some-college 10 Never-married Exec-managerial Own-child White Male 0 0
34 Private 9th 5 Separated Farming-fishing Unmarried Black Male 0 0
42 Local-gov HS-grad 9 Widowed Transport-moving Unmarried White Female 0 0
46 Private Masters 14 Married-civ-spouse Sales Husband White Male 0 1
43 Private Bachelors 13 Never-married Prof-specialty Not-in-family White Female 0 1
62 Private HS-grad 9 Never-married Adm-clerical Not-in-family White Female 0 0
21 Private Some-college 10 Never-married Machine-op-inspct Own-child White Female 0 0
58 Local-gov 1st-4th 2 Widowed Handlers-cleaners Unmarried Black Male 0 0
30 Private Bachelors 13 Married-civ-spouse Adm-clerical Wife White Female 0 0
37 Private HS-grad 9 Separated Craft-repair Unmarried White Male 0 0
22 State-gov Bachelors 13 Never-married Tech-support Own-child White Female 0 0
64 State-gov 9th 5 Never-married Adm-clerical Not-in-family White Female 0 0
42 Private HS-grad 9 Married-civ-spouse Transport-moving Husband White Male 0 1
43 State-gov HS-grad 9 Married-civ-spouse Craft-repair Husband White Male 0 0
34 Private Some-college 10 Divorced Adm-clerical Not-in-family White Female 0 0
25 Private HS-grad 9 Never-married Other-service Own-child White Female 0 0
21 Private Some-college 10 Never-married Adm-clerical Own-child White Male 0 0
45 Federal-gov HS-grad 9 Married-civ-spouse Adm-clerical Husband White Male 0 1
55 Self-emp-not-inc Assoc-acdm 12 Married-civ-spouse Exec-managerial Husband White Male 0 1
24 Private HS-grad 9 Never-married Craft-repair Own-child White Male 0 0
70 Self-emp-not-inc Some-college 10 Married-civ-spouse Exec-managerial Husband White Male 0 0
27 Local-gov Bachelors 13 Never-married Prof-specialty Not-in-family White Male 0 0
34 Private Some-college 10 Married-civ-spouse Craft-repair Husband White Male 0 0
57 Private Bachelors 13 Married-civ-spouse Transport-moving Husband White Male 0 0
37 Self-emp-not-inc HS-grad 9 Married-civ-spouse Exec-managerial Husband White Male 0 0
