C N C N N N
50 Private 9 Divorced Not-in-family 0
67 Private 13 Divorced Not-in-family 0
59 Local-gov 6 Married-civ-spouse Husband 0
35 Private 12 Never-married Not-in-family 1
56 Self-emp-not-inc 10 Married-spouse-absent Not-in-family 1
28 Private 9 Never-married Other-relative 0
34 Private 9 Divorced Unmarried 0
63 Private 6 Widowed Unmarried 0
48 Private 10 Married-civ-spouse Husband 0
41 Federal-gov 10 Married-civ-spouse Husband 1
26 Private 10 Never-married Own-child 0
47 Private 6 Married-civ-spouse Husband 0
29 Self-emp-not-inc 11 Married-civ-spouse Husband 0
30 Private 9 Never-married Own-child 0
19 Private 9 Never-married Own-child 0
27 Private 13 Never-married Not-in-family 0
59 Self-emp-not-inc 9 Married-civ-spouse Husband 0
19 Private 9 Never-married Own-child 0
45 Private 5 Married-civ-spouse Husband 0
37 Private 9 Never-married Not-in-family 0
44 Local-gov 16 Married-spouse-absent Unmarried 0
34 Federal-gov 13 Married-civ-spouse Husband 0
30 Private 13 Never-married Not-in-family 0
30 Private 13 Married-civ-spouse Husband 1
56 Private 7 Separated Not-in-family 0
19 Private 9 Never-married Own-child 0
37 Private 4 Married-civ-spouse Husband 0
45 Private 14 Married-civ-spouse Husband 1
21 Private 10 Never-married Own-child 0
34 Self-emp-not-inc 9 Married-civ-spouse Husband 0
27 Private 13 Married-civ-spouse Other-relative 0
44 Local-gov 14 Never-married Not-in-family 0
33 Private 13 Never-married Not-in-family 0
32 Private 10 Never-married Other-relative 0
37 Private 10 Married-civ-spouse Husband 0
26 Private 13 Never-married Not-in-family 0
49 Private 9 Married-civ-spouse Husband 0
20 Private 10 Never-married Not-in-family 0
37 Private 10 Married-civ-spouse Husband 0
22 Private 3 Married-civ-spouse Husband 0
44 Private 13 Never-married Not-in-family 0
30 Local-gov 9 Married-civ-spouse Husband 0
55 Local-gov 9 Married-civ-spouse Husband 0
36 Private 7 Married-civ-spouse Husband 0
29 Private 8 Never-married Not-in-family 0
45 State-gov 11 Married-civ-spouse Husband 0
38 Self-emp-inc 13 Married-civ-spouse Husband 1
42 Private 10 Never-married Not-in-family 0
27 Private 11 Never-married Own-child 0
20 Private 10 Never-married Own-child 0
43 Private 13 Married-civ-spouse Husband 0
21 Private 9 Never-married Own-child 0
33 Private 13 Never-married Not-in-family 0
36 Self-emp-not-inc 9 Married-civ-spouse Husband 1
34 Private 8 Married-civ-spouse Husband 0
72 Private 4 Widowed Not-in-family 0
54 Private 10 Married-civ-spouse Husband 1
30 Private 9 Married-civ-spouse Husband 1
63 Private 9 Married-civ-spouse Husband 0
36 Private 13 Married-civ-spouse Husband 1
25 Private 13 Never-married Not-in-family 0
55 Private 9 Divorced Not-in-family 0
44 Private 10 Married-civ-spouse Husband 1
41 Private 9 Never-married Unmarried 0
47 Private 12 Married-civ-spouse Husband 1
41 Private 13 Never-married Not-in-family 1
35 Private 9 Married-civ-spouse Husband 0
18 Private 9 Never-married Own-child 0
23 Private 9 Divorced Unmarried 0
57 Private 13 Married-civ-spouse Husband 0
56 Self-emp-not-inc 2 Never-married Not-in-family 0
25 Self-emp-inc 10 Never-married Own-child 0
35 Self-emp-not-inc 13 Never-married Own-child 0
61 Private 11 Married-civ-spouse Husband 0
36 State-gov 13 Divorced Not-in-family 0
18 Private 8 Never-married Own-child 0
21 Private 10 Married-spouse-absent Own-child 0
32 Local-gov 9 Married-civ-spouse Husband 0
52 Private 8 Married-civ-spouse Husband 1
48 Private 9 Married-civ-spouse Husband 0
40 Private 13 Divorced Not-in-family 0
35 Private 9 Married-civ-spouse Husband 1
42 Private 9 Divorced Not-in-family 0
34 Private 10 Married-civ-spouse Husband 0
27 Private 12 Married-civ-spouse Husband 0
47 Self-emp-not-inc 13 Never-married Not-in-family 0
65 Self-emp-not-inc 5 Married-civ-spouse Husband 0
61 Self-emp-inc 14 Widowed Unmarried 0
18 Private 10 Never-married Own-child 0
48 Private 16 Married-civ-spouse Husband 1
26 Private 10 Never-married Not-in-family 0
30 Private 13 Never-married Not-in-family 0
68 Self-emp-not-inc 9 Married-civ-spouse Husband 1
23 Private 9 Married-civ-spouse Husband 0
65 Self-emp-not-inc 9 Married-civ-spouse Husband 0
32 Private 13 Married-civ-spouse Husband 0
44 Private 14 Married-civ-spouse Husband 1
48 Local-gov 14 Married-civ-spouse Wife 1
24 Private 11 Never-married Not-in-family 0
58 Private 10 Never-married Not-in-family 0
32 Local-gov 10 Married-spouse-absent Not-in-family 0
54 Private 14 Divorced Not-in-family 1
35 Private 14 Never-married Not-in-family 1
35 Private 12 Divorced Not-in-family 0
24 Private 9 Never-married Own-child 0
50 Private 9 Married-civ-spouse Husband 1
38 Self-emp-not-inc 9 Separated Not-in-family 0
57 Local-gov 9 Married-civ-spouse Husband 1
38 Private 10 Never-married Not-in-family 0
49 Private 9 Never-married Not-in-family 0
25 Private 13 Never-married Own-child 0
56 Private 10 Married-spouse-absent Not-in-family 0
32 Private 7 Divorced Unmarried 0
22 Private 13 Never-married Not-in-family 0
33 Private 9 Married-civ-spouse Husband 0
42 Private 10 Divorced Unmarried 0
62 Self-emp-not-inc 9 Married-civ-spouse Husband 0
26 Local-gov 13 Never-married Own-child 0
46 Private 10 Divorced Unmarried 1
33 Private 13 Separated Not-in-family 1
65 Without-pay 9 Married-civ-spouse Husband 0
46 Private 10 Married-civ-spouse Husband 1
43 Local-gov 11 Divorced Not-in-family 0
43 Private 9 Married-civ-spouse Husband 1
35 Private 6 Married-civ-spouse Husband 0
48 Private 9 Widowed Other-relative 0
55 Federal-gov 13 Married-civ-spouse Husband 1
45 Private 11 Married-civ-spouse Husband 0
56 Private 13 Married-civ-spouse Husband 0
59 Federal-gov 14 Never-married Not-in-family 0
56 Local-gov 9 Married-civ-spouse Husband 0
21 Private 9 Never-married Own-child 0
26 Private 7 Married-civ-spouse Husband 0
38 Private 9 Never-married Unmarried 0
27 Private 10 Never-married Own-child 0
48 Self-emp-inc 4 Married-civ-spouse Husband 1
37 State-gov 14 Married-civ-spouse Husband 1
63 Self-emp-not-inc 9 Married-civ-spouse Husband 0
27 State-gov 9 Never-married Not-in-family 1
20 Private 10 Never-married Own-child 0
26 Private 14 Married-civ-spouse Husband 1
51 Self-emp-not-inc 12 Married-civ-spouse Husband 0
28 Private 12 Married-civ-spouse Husband 1
39 Private 11 Divorced Not-in-family 0
35 Private 14 Married-civ-spouse Husband 1
65 Private 4 Married-civ-spouse Husband 0
54 Local-gov 11 Married-civ-spouse Husband 0
39 Private 4 Never-married Own-child 0
24 Private 10 Never-married Own-child 0
36 Private 13 Never-married Not-in-family 0
52 Private 9 Divorced Not-in-family 1
64 Private 9 Married-civ-spouse Husband 0
43 Private 10 Divorced Not-in-family 0
44 Private 11 Never-married Not-in-family 0
47 Federal-gov 9 Separated Unmarried 0
32 Private 8 Married-civ-spouse Husband 0
20 Private 10 Never-married Own-child 0
33 Private 10 Never-married Not-in-family 0
52 Private 9 Divorced Unmarried 0
49 Private 4 Married-civ-spouse Husband 0
31 Private 9 Married-civ-spouse Wife 0
62 Self-emp-not-inc 9 Never-married Unmarried 0
44 Private 10 Divorced Not-in-family 0
28 Local-gov 9 Married-civ-spouse Husband 0
68 Local-gov 14 Widowed Unmarried 1
40 Federal-gov 10 Never-married Unmarried 0
46 Private 4 Never-married Not-in-family 0
22 Private 9 Never-married Own-child 0
37 Self-emp-not-inc 13 Divorced Not-in-family 0
62 Private 14 Never-married Not-in-family 0
37 Private 13 Married-civ-spouse Husband 1
35 Private 9 Never-married Not-in-family 1
44 Private 9 Married-civ-spouse Husband 0
41 Private 11 Married-civ-spouse Husband 1
36 Local-gov 13 Divorced Unmarried 0
26 Private 13 Divorced Not-in-family 0
48 Federal-gov 9 Married-civ-spouse Husband 1
21 Private 9 Never-married Not-in-family 0
39 Private 15 Married-civ-spouse Husband 1
38 Private 11 Divorced Not-in-family 1
44 Private 11 Married-civ-spouse Husband 1
56 Private 6 Married-civ-spouse Wife 1
25 Private 5 Never-married Other-relative 0
32 Local-gov 13 Never-married Not-in-family 0
47 Private 10 Never-married Not-in-family 1
26 Private 10 Never-married Own-child 0
31 Private 13 Never-married Not-in-family 1
23 Private 11 Never-married Own-child 0
41 Federal-gov 10 Divorced Unmarried 1
55 Self-emp-not-inc 10 Married-civ-spouse Husband 0
23 Private 10 Divorced Unmarried 0
45 Private 9 Married-civ-spouse Husband 1
42 Local-gov 13 Married-civ-spouse Husband 0
29 Private 10 Never-married Not-in-family 0
48 Private 14 Married-civ-spouse Husband 0
36 Private 10 Divorced Unmarried 0
52 Self-emp-inc 13 Married-civ-spouse Husband 1
46 Private 11 Divorced Unmarried 0
34 Private 10 Never-married Own-child 0
27 State-gov 12 Never-married Not-in-family 0
18 Private 9 Never-married Own-child 0
18 Private 10 Never-married Own-child 0
42 Private 4 Married-civ-spouse Husband 0
36 Private 14 Married-civ-spouse Husband 1
52 Self-emp-inc 15 Married-civ-spouse Husband 1
44 Self-emp-inc 13 Married-civ-spouse Husband 1
53 Private 10 Married-civ-spouse Husband 1
36 Private 13 Married-civ-spouse Husband 1
27 Private 13 Never-married Other-relative 0
52 Private 9 Married-civ-spouse Husband 0
60 Self-emp-not-inc 14 Married-civ-spouse Husband 0
41 Private 12 Married-civ-spouse Husband 1
64 Self-emp-not-inc 15 Married-civ-spouse Husband 1
25 Private 2 Never-married Other-relative 0
63 Private 4 Married-civ-spouse Husband 0
54 Local-gov 11 Divorced Not-in-family 0
21 Private 9 Never-married Own-child 0
27 Private 13 Never-married Not-in-family 0
63 Self-emp-not-inc 14 Married-civ-spouse Husband 0
37 Private 9 Divorced Not-in-family 0
22 Private 9 Never-married Not-in-family 0
54 Private 4 Married-civ-spouse Husband 0
54 Private 6 Divorced Unmarried 0
60 Local-gov 9 Married-civ-spouse Husband 0
19 Private 7 Never-married Own-child 0
25 Local-gov 9 Divorced Not-in-family 0
51 Local-gov 9 Married-civ-spouse Wife 0
47 Federal-gov 9 Never-married Not-in-family 0
44 Self-emp-not-inc 6 Never-married Own-child 0
57 Private 9 Widowed Not-in-family 0
22 Private 10 Never-married Own-child 0
36 State-gov 10 Divorced Unmarried 0
39 Private 10 Married-civ-spouse Husband 0
49 Private 16 Married-civ-spouse Husband 1
41 Private 9 Married-civ-spouse Husband 0
35 Private 10 Married-civ-spouse Husband 0
40 Self-emp-inc 12 Divorced Unmarried 0
30 Private 13 Never-married Not-in-family 0
25 Private 9 Never-married Not-in-family 0
25 Private 10 Married-civ-spouse Husband 1
37 Private 14 Married-civ-spouse Husband 1
53 Self-emp-not-inc 15 Divorced Not-in-family 1
34 Self-emp-not-inc 12 Never-married Not-in-family 0
22 Private 9 Never-married Other-relative 0
18 Private 9 Never-married Own-child 0
45 Private 9 Divorced Unmarried 0
19 Private 10 Never-married Own-child 0
33 Self-emp-inc 13 Married-civ-spouse Husband 0
45 State-gov 10 Married-civ-spouse Husband 0
43 State-gov 13 Married-civ-spouse Husband 1
40 Private 9 Married-civ-spouse Husband 0
41 Self-emp-not-inc 13 Married-civ-spouse Husband 1
25 Private 9 Married-civ-spouse Husband 0
22 Private 13 Never-married Own-child 0
52 Private 10 Never-married Unmarried 0
45 Federal-gov 10 Married-civ-spouse Husband 1
32 State-gov 16 Never-married Not-in-family 0
26 Private 13 Never-married Own-child 0
24 Private 10 Divorced Not-in-family 0
37 Private 9 Divorced Unmarried 0
49 Private 9 Divorced Not-in-family 0
43 Local-gov 14 Married-civ-spouse Husband 0
35 Private 9 Never-married Not-in-family 0
37 Private 15 Married-civ-spouse Husband 1
17 Private 7 Never-married Own-child 0
48 Private 9 Married-civ-spouse Husband 1
26 Private 10 Never-married Own-child 0
35 Private 13 Married-civ-spouse Husband 1
21 Private 10 Never-married Own-child 0
54 Private 6 Divorced Not-in-family 0
40 Private 13 Divorced Not-in-family 0
51 Private 10 Separated Not-in-family 0
60 Self-emp-not-inc 9 Married-civ-spouse Wife 0
22 Private 10 Never-married Own-child 0
20 Private 9 Never-married Own-child 0
21 Private 7 Never-married Unmarried 0
21 Private 10 Never-married Not-in-family 0
43 Private 10 Divorced Not-in-family 0
36 Private 13 Married-civ-spouse Husband 1
65 State-gov 9 Married-civ-spouse Husband 1
48 Private 9 Married-civ-spouse Husband 1
37 Private 14 Separated Not-in-family 1
20 Private 8 Never-married Own-child 0
41 State-gov 9 Divorced Not-in-family 0
55 Self-emp-not-inc 5 Married-civ-spouse Husband 0
39 Local-gov 13 Divorced Unmarried 0
41 Federal-gov 10 Married-civ-spouse Wife 1
80 Private 11 Married-civ-spouse Husband 0
59 State-gov 6 Married-civ-spouse Husband 0
52 Private 7 Married-civ-spouse Husband 1
39 Private 13 Married-civ-spouse Husband 1
56 Self-emp-not-inc 10 Married-spouse-absent Not-in-family 0
69 Local-gov 9 Widowed Not-in-family 0
49 Private 13 Married-civ-spouse Husband 1
33 Private 9 Married-civ-spouse Husband 0
28 Self-emp-inc 9 Married-civ-spouse Husband 1
49 Private 10 Married-civ-spouse Husband 1
51 Local-gov 9 Married-spouse-absent Unmarried 0
42 Private 10 Divorced Unmarried 0
66 Private 9 Widowed Not-in-family 0
44 Private 11 Separated Other-relative 1
26 Private 9 Divorced Not-in-family 0
43 Private 10 Divorced Unmarried 0
28 Private 6 Never-married Not-in-family 0
17 Private 7 Never-married Own-child 0
52 Private 13 Married-civ-spouse Husband 1
24 Private 10 Never-married Not-in-family 0
65 Private 10 Widowed Other-relative 0
36 Self-emp-not-inc 10 Married-civ-spouse Husband 1
19 Private 9 Never-married Other-relative 0
43 Private 10 Married-spouse-absent Not-in-family 0
39 Local-gov 14 Married-civ-spouse Wife 1
48 Private 7 Married-civ-spouse Husband 1
50 Local-gov 11 Married-civ-spouse Husband 1
21 Private 10 Never-married Own-child 0
36 Private 9 Never-married Not-in-family 0
33 Private 9 Married-civ-spouse Husband 0
50 Federal-gov 13 Married-civ-spouse Husband 0
49 State-gov 14 Married-civ-spouse Husband 1
34 Private 13 Never-married Unmarried 0
70 Self-emp-inc 16 Married-civ-spouse Husband 1
39 Private 9 Divorced Not-in-family 0
44 Private 10 Divorced Not-in-family 0
32 Private 13 Married-civ-spouse Wife 1
40 Private 5 Never-married Other-relative 0
46 Private 9 Married-civ-spouse Husband 1
40 Private 13 Married-civ-spouse Wife 1
47 Private 7 Divorced Own-child 0
19 Private 9 Never-married Not-in-family 0
22 Private 10 Never-married Other-relative 0
20 Private 10 Never-married Own-child 0
46 Local-gov 13 Divorced Not-in-family 1
41 Private 13 Married-civ-spouse Husband 1
17 Private 6 Never-married Own-child 0
41 Private 9 Married-civ-spouse Husband 0
28 Private 9 Separated Not-in-family 0
24 Private 9 Never-married Not-in-family 0
33 Private 10 Married-civ-spouse Husband 0
44 Federal-gov 10 Married-civ-spouse Husband 1
26 Self-emp-not-inc 9 Never-married Own-child 0
47 Self-emp-not-inc 11 Married-civ-spouse Husband 1
24 Private 9 Married-civ-spouse Husband 0
58 Federal-gov 13 Married-civ-spouse Husband 1
41 Private 9 Married-civ-spouse Husband 0
38 Self-emp-not-inc 4 Married-civ-spouse Husband 1
21 Private 10 Never-married Not-in-family 0
33 Private 10 Never-married Own-child 0
40 Private 6 Divorced Unmarried 0
47 Local-gov 9 Divorced Not-in-family 0
41 Private 13 Divorced Unmarried 0
38 Private 13 Married-civ-spouse Husband 0
50 Private 4 Divorced Other-relative 0
45 Private 9 Married-spouse-absent Other-relative 0
33 Private 9 Never-married Not-in-family 0
34 Federal-gov 12 Never-married Not-in-family 0
65 Private 14 Divorced Not-in-family 0
24 Private 7 Never-married Own-child 0
26 Private 13 Never-married Other-relative 0
55 Private 9 Divorced Not-in-family 0
66 Private 13 Divorced Unmarried 0
43 Local-gov 13 Married-civ-spouse Husband 0
37 Private 13 Never-married Other-relative 0
22 Private 9 Married-civ-spouse Husband 0
21 Private 7 Married-civ-spouse Husband 0
27 Private 14 Never-married Not-in-family 0
48 Private 9 Married-civ-spouse Husband 1
24 Private 13 Never-married Unmarried 0
53 Local-gov 9 Widowed Not-in-family 0
26 Private 9 Married-civ-spouse Husband 0
60 Private 10 Married-civ-spouse Husband 1
21 Private 10 Never-married Own-child 0
39 Private 3 Married-civ-spouse Husband 0
45 Private 10 Married-civ-spouse Husband 1
76 Self-emp-not-inc 9 Married-civ-spouse Husband 0
19 Private 10 Never-married Not-in-family 0
34 Private 10 Married-civ-spouse Husband 1
54 Private 10 Divorced Not-in-family 0
23 Private 13 Never-married Not-in-family 0
44 Local-gov 4 Divorced Not-in-family 0
27 Private 10 Divorced Unmarried 0
23 Private 8 Never-married Own-child 0
37 Self-emp-not-inc 9 Married-civ-spouse Husband 0
41 Private 9 Married-civ-spouse Husband 1
21 State-gov 10 Never-married Own-child 0
37 Federal-gov 9 Married-civ-spouse Husband 1
63 Private 9 Never-married Not-in-family 0
35 Private 7 Married-civ-spouse Husband 0
47 Private 5 Married-civ-spouse Husband 0
41 Private 10 Never-married Not-in-family 0
50 Self-emp-not-inc 9 Divorced Not-in-family 0
26 Self-emp-inc 9 Never-married Own-child 0
36 Local-gov 10 Married-civ-spouse Husband 1
47 Private 10 Married-civ-spouse Husband 1
51 Private 10 Divorced Unmarried 0
41 Private 9 Divorced Not-in-family 0
40 Private 15 Married-civ-spouse Wife 1
